year,to_country_id,to_country,performer,song,sf_num,running_final,running_sf,place_final,points_final,place_sf,points_sf,points_tele_final,points_jury_final,points_tele_sf,points_jury_sf,composers,lyricists,lyrics,youtube_url
2019,ee,Estonia,Victor Crone,Storm,1.0,18,14,20,76.0,4,198.0,48,28,133,65,Sebastian Lestapier;Stig Rästa;Vallo Kikas;Victor Crone,Fred Krieger;Stig Rästa;Victor Crone,"All my life I've wondered why\nI keep fighting all the tides\nFor a million reasons that I find\nBut I might, I might be all wrong\n\nI've hit highs and I've hit lows\nBut somewhere down the winding road\nIt felt like I could lose it all\nBut I might, I might have been wrong\n\nA storm like this\nCan break a man like this\nBut when it all calms down\nWe're still safe and sound\n\nAll my life I've tried to find\nThe meaning of what's left behind\nThey say it's life itself but I feel\nIt might, it might be all wrong\n\nA storm like this\nCan break a man like this\nAnd when it all calms down\nWe're still safe and sound\n\nA storm like this\nCan break a man like this\nAnd when it all calms down\nWe'll be safe and sound\n\nEven if the sky falls down\nWe can turn it all around\nWe'll escape the darkest clouds\nThen we'll be safe and sound\n\nWherever we may go\nWhatever happens down the road\nHowever far from home\nI know we won't let go\n\nA storm like this\nCan break a man like this\nAnd when it all calms down\nWe'll be safe and sound\n\nEven if the sky falls down\nWe can turn it all around\nWe'll escape the darkest clouds\nThen we'll be safe and sound\n\nA storm like this\nCan break a man like this\nAnd when it all calms down\nWe'll be safe and sound\n\nIn no time the storm will end\nIt'll be alright again\nThe battle scars won't matter then\nBut I might, I might be all wrong",https://youtube.com/watch?v=PppvSl3_W4E
2019,gr,Greece,Katerine Duska,Better Love,1.0,13,16,21,74.0,5,185.0,24,50,54,131,David Sneddon;Katerine Duska;Leon of Athens;Phil Cook,David Sneddon;Katerine Duska,"Live for the mess\nMake me feel ageless \nNo pain, no gain \nTeach me carelessness \n\nAnd I'm about to see all that's made up\nAnd everything they want from us\nNo pain, no gain\nOnce bitten, make way\n\nAnd I can't hide it\nI won't fight this\nYearning feeling inside\n\nGotta get\n\nBetter love, better love\nAll that we're after\nWay to love, who you love\n\nBetter love, better love\nAll that we're after\nWay to love, who you love\n\nThere's nothing more to say to back it up when I am\nunafraid, I've lost enough\nGo on, hold on for dear life\n\n'Cause I won't hide it\nI can't fight this\nBurning feeling inside\n\nGotta get\n\nBetter love, better love\nAll that we're after\nWay to love, who you love\n\nBetter love, better love\nAll that we're after\nWay to love, who you love\n\nWon't you lean on me\nYou can lean on me\nLet them look, don't know, don't care\nGo deep with me\nGo deep with me\nGo deep with me\n\nBetter love, better love\nAll that we're after\nWay to love, who you love\n\nBetter love, better love\nAll that we're after\nWay to love, who you love\n\nWhat you waiting for?\n (x15)",https://youtube.com/watch?v=5pQV_-40m_U
2019,es,Spain,Miki,La Venda,,26,,22,54.0,,,53,1,,,Adrià Salas,Adrià Salas,"Te compran porque te vendes\nTe vendes porque te sobras\nTe pierdes porque hay camino\nTe digo: hay otras cosas\nTe sales porque te quieres\nTe quieres, tu mente en forma\nTe eliges porque hay camino\nTe digo: hay otras cosas\n\nLa venda ya cayó y solo quedó la alegría\nLa venda ya cayó y empezaran nuevos días\nLa venda ya cayó avivando fantasías\nLa venda ya cayó y serás como querías\n\nTe rezas porque confías\nTe sientes que ya tenías\nTe vives, alto voltaje\nTe traje buenas noticias\nTe vales y ya no fuerzas\nTe vives y te interesas\nTe saltas, no quedan normas\nAhora, la vida loca\n\nLa venda ya cayó y solo quedó la alegría\nLa venda ya cayó y empezarán nuevos días\nLa venda ya cayó avivando fantasías\nLa venda ya cayó y serás como querías\n\nLo que ere, lo que ere, ere, e\nLo que ere, lo que ere, ere, e\nLo que ere, lo que ere, ere, e\nLo que ere, lo que ere, ere, e\nLo que ere, lo que ere, ere, e\nLo que ere, lo que ere, ere, e\n\nLa venda ya cayó y solo quedó la alegría\nLa venda ya cayó y empezaran nuevos días\nLa venda ya cayó avivando fantasías\nLa venda ya cayó y serás como querías",https://youtube.com/watch?v=lWXuohnM14U
2019,il,Israel,Kobi Marimi,Home,,14,,23,35.0,,,35,0,,,Inbar Weitzman;Ohad Shargai,Inbar Weitzman;Ohad Shargai,"Oh-oh-oh-oh-oh-oh-oh-oh-ooh\n\nCaught up in this moment 'til my heartbeat stops\nI've been running barefoot to the mountain tops\nNothing comes as easy as it goes\nI can hug the water when it snows\n\nI feel the sun upon my skin\nAnd I am someone, I am someone\nYou pulled my heart, I took it in\nIt made me someone, I am someone\nAnd now I'm done, I'm coming home\n\nI used to listen to the way they talk\nCounting down the minutes from the ticking clock\n\nI feel the sun upon my skin\nAnd I am someone, I am someone\nYou pulled my heart, I took it in\nIt made me someone, I am someone\nAnd now I'm done, I'm coming\n\nHome was so far, collecting scars, I refuse\nAnother touch won't be another bruise\n\nI feel the sun upon my skin\nAnd I am someone, I am someone\nYou pulled my heart, I took it in\nIt made me someone, I am someone\n\nI am standing tall not giving in\n'Cause I am someone, I am someone\n\nAnd now I'm done, I'm coming\nNow I'm done, I'm coming\nNow I'm done, I'm coming home",https://youtube.com/watch?v=uCdS42uCqP0
2019,by,Belarus,Zena,Like It,1.0,19,8,24,31.0,10,122.0,13,18,44,78,Viktor Drobysh;Yulia Kireeva,Yulia Kireeva,"I guess I forgotten to turn my phone\nOff I'm outside my comfort zone\nI'm tired of being lonely, tam-tara-ram\nNobody gonna like this, no\nOkay, I don't like these empty words\nI'll go even if it really hurts\nIt's making me stronger, tam-tara-ram\nI know it's gonna be\n\nUuh, what should I do?\nIt's up to you, karma\nUuh, I wish I knew\nGive me a sign, karma\nJust to remind you\nI don't give up (Give up)\nI won't give up, no\nI'll always try\n\nYes, you're gonna like it\nYes, you're gonna like it \n(Let me in your heart)\nYes, you're gonna like it\nYes, you're gonna like it, Let's break the rules\nYes, you're gonna like it\nYes, you're gonna like it \n(I'll share what I've got)\nYes, you're gonna like it\nYes, you're gonna like it, baby, repeat my moves\n\nIt feels crazy and a little wild\nI know what is wrong and what is right\nIt's making me wiser, tam-tara-ram\nThe universe is ours now\nOkay, put your favourite sneakers on\nAnd show your emotions on the floor\nAdd hashtag to find ya, tam-tara-ram\nI know it's gonna be\n\nUuh, what should I do?\nIt's up to you, karma\nUuh, I wish I knew\nGive me a sign, karma\nJust to remind you\nI don't give up\nI won't give up, no\nI'll always try\n\nYes, you're gonna like it\nYes, you're gonna like it \n(Let me in your heart)\nYes, you're gonna like it\nYes, you're gonna like it, Let's break the rules\nYes, you're gonna like it\nYes, you're gonna like it \n(I'll share what I've got)\nYes, you're gonna like it\nYes, you're gonna like it, baby, repeat my moves\n\nHeya, give me fly, give me fly, give me fly\nHeya, like it too, like it too, like it too, baby\n\nI feel the flow of energy\nI should let go mistakes of me\nI feel the flow of energy\n\nYou go with me, baby\n\n \nYes, you're gonna like it\nYes, you're gonna like it\nLet me in your heart\n \nYes, you're gonna like it\nYes, you're gonna like it\nLet's break the rules\n \nYes, you're gonna like it\nYes, you're gonna like it, I'll share what I've got\nI'll share what I've got\nYes, you're gonna like it\nYes, you're gonna like it\nbaby, repeat my moves",https://youtube.com/watch?v=C1Y9LBusHzA
2019,de,Germany,S!sters,Sister,,4,,25,24.0,,,0,24,,,Laurell Barker;Marine Kaltenbacher;Thomas Stengaard;Tom Oehler,Laurell Barker;Marine Kaltenbacher;Thomas Stengaard;Tom Oehler,"I'm tired \nTired of always losing \nI tried to stop your fire \nTurns out that I couldn't\n\nI'm tired \nTired of competing \nI tried to hold you under \nBut honey you kept breathing\n\nWhen you said you wanted the world \nI said you couldn't too \nYou were walking right beside me \nBut I left no room for you\n\nCalling you my enemy but my enemy's right here \nIt was my mistake to try and break \nyour power that I feared\n\nI see flames in your eyes \nDamn they burn so bright \nOh you gotta\nknow I'm with ya\n\nNow shine like city lights \nTorches in the sky \nDon't you try to hide it \nSister\n\nI'm sorry\nSorry for the drama \nI tried to steal your thunder \nTurns out that I don't wanna \nWhen you said you wanted the world \nI said you couldn't too \nYou were walking right beside me \nBut I left no room for you\n\nCalling you my enemy but my enemy's right here \nIt was my mistake to try and break \nyour power that I feared\n\nI see flames in your eyes \nDamn they burn so bright \nDon't you try to hide it \nSister, Sister, Sister \nDon't you try to hide it \nSister, Sister, Sister \nDon't you try to hide it\n\nI see flames in your eyes\nDamn they burn so bright\n\nOh you gotta know I'm with ya \nNow shine like city lights \nTorches in the sky \nDon't you try to hide it \nDon't you try to hide it \nSister",https://youtube.com/watch?v=yFbSj_yPCPM
2019,gb,United KingdomUK,Michael Rice,Bigger Than Us,,16,,26,11.0,,,3,8,,,Anna-Klara Folin;John Lundvik;Jonas Thander;Laurell Barker,Anna-Klara Folin;John Lundvik;Jonas Thander;Laurell Barker,"Hear these words that I sing to you\nI will make it clear, it's me and you\nWe can have this love that we'll never lose\nIt's bigger than us\n\nTake my hand and I'll lead you home\nCan you understand? You will never be alone\n\nIt's bigger than us\nIt's bigger than you and me\nIt's bigger than us\nIt's bigger than everything we see\n'Cause I can feel the universe\nWhen I'm feeling you breathe\nIt's bigger than us\nAnd it's bigger than you and me\nIt's bigger\n\nI won't give up and I won't let go\n'Cause this kind of love is gonna be our only hope\n\n(It's bigger than us)\nIt's bigger than you and me\nIt's bigger than us\nIt's bigger than everything we see\n'Cause I can feel the universe\nWhen I'm feeling you breathe\nIt's bigger than us\nAnd it's bigger than you and me\nIt's bigger\n\n(Bigger), bigger, (bigger), bigger\n(It's bigger than)\n(Bigger), bigger, (bigger), bigger\n(It's bigger than)\n\nIt's bigger than us\nIt's bigger than you and me\nThis kind of love\nIs bigger than everything we see, yeah\n\nOh, oh oh\nSo much bigger, yeah\n\nIt's bigger than us\n(It's bigger than you and me)\n(It's bigger than us)\nIt's bigger than everything we see\n'Cause I can feel the universe\nWhen I'm feeling you breathe\nIt's bigger than us\nAnd it's bigger than you and me\nIt's bigger\n\n(Bigger), bigger, (bigger), bigger\nIt's bigger than\n(Bigger), bigger, (bigger), bigger\n(It's bigger than)\nIt's bigger",https://youtube.com/watch?v=HV-eOhTS8Dw
2019,pl,Poland,Tulia,Pali się,1.0,,4,,,11,120.0,,,60,60,Nadia Dalin,Allan Rich;Jud Friedman;Sonia Krasny,"Fire, fire, fire of love\n\nSitting on an iceberg\nWaiting for the sun\nHoping to be rescued\nCold and alone\n\nJedna mała iskra staje się płomieniem\nUnoszonym wiatrem wiosennych pór\n\nPali się, pali się, miłosny ogień\nPłonie w nas, płonie w nas, jak suchy las\nKochaj mnie, kochaj mnie, mocniej i mocniej\nNa nic tu, na nic tu ogniowa straż\n\nSamotnemu sercu które tylko wątpi\nBo nieprzytulane zmarzło na lód\nPromień obietnicy taki lód roztopi\nWyjdzie jak z niewoli kochania głód\n\nPali się, pali się, miłosny ogień\nPłonie w nas, płonie w nas, jak suchy las\nKochaj mnie, kochaj mnie, mocniej i mocniej\nNa nic tu, na nic tu ogniowa straż\n\nPorzucone serce które nic nie czuje\nŚwiatu obojętne, twarde jak głaz\nAle gdy przyspieszy, samo się rozkuje\nDoda oczom blasku, nadrobi czas\n\nPali się, pali się, miłosny ogień\nPłonie w nas, płonie w nas, jak suchy las\nKochaj mnie, kochaj mnie, mocniej i mocniej\nNa nic tu, na nic tu ogniowa straż\n\nFire, fire, fire of love\nBurns in you, burns in me\nBurns us alive\nLove me now! Love me now!\nHarder and harder\nTake me there, be the air I need to survive",https://youtube.com/watch?v=IEu0F5uobVo
2019,hu,Hungary,Joci Pápai,Az én apám,1.0,,7,,,12,97.0,,,32,65,Ferenc Molnár;Joci Pápai,Ferenc Molnár,"Az én apám\nÚgy nevelt mint a szél\nHalkan fújt énekelt\nÚgy mesélt\nOtt lakott hol minden út véget ért\nEzeregy év is kevés egy életért egy életért\n\nHallom őt az ő szívét a húrokon\nLatom őt múló idővel arcomon\nAz ő hitét büszkeség vallanom\nEzer egy dalból azt az egyet dúdolom\n\nRégi napok gyönyörű napok\nSzeretem az emlékét\nŐ hív\nÉs hozzá szaladok\nJátszani így volt szép\nRégi dalok megidézik\nMég érzem a nap fényét\nA szél zúgasát is hallom még\nA szél hangjában is hallom még\n\nEgy dallal űzte messze el a bánatom\nMit adhatok csak azt, hogy hozzá tartozom\nS az én fiamnak büszkeséggel mondhatom\nŐ az én apám és itt az én otthonom\n\nRégi napok gyönyörű napok\nSzeretem az emlékét\nŐ hív\nÉs hozzá szaladok\nJátszani így volt szép\nRégi dalok megidézik\nMég érzem a napfényét\nA szél fütyült altatót\nLegyen álmom szép\nA szél fütyült altatót\nMa is hallom még",https://youtube.com/watch?v=IpVr0pBLfI4
2019,be,Belgium,Eliot,Wake Up,1.0,,10,,,13,70.0,,,20,50,Eliot Vassamillet;Pierre Dumoulin,Eliot Vassamillet;Pierre Dumoulin,"I wake up every night\nI can't find anyone to pray\nSomewhere in the light\nChanging all up\nI'm afraid on the side\nLooking out for the lies to say\nSomeone has the light\nFeeding our fire\n\nI came to fight\nI came to fight over you\nDon't want your lies\nDon't want your lies, I need truth\nI came to fight\nI came to fight over you\nNo one will try\nNo one will try if that's true\n\nI won't wait for the sign\nI can't find anyone to stay\nBut there's something in the light\nSaving our lives\n\nI came to fight\nI came to fight over you\nDon't want your lies\nDon't want your lies, I need truth\nI came to fight\nI came to fight over you\nNo one will try\nNo one will try if that's true\n\nAnd I can face you now\nNo, I won't break you down\nIf I can find you, I won't hide you\nIt's not what I do\n\nI came to fight\nI came to fight over you\nDon't want your lies\nDon't want your lies, I need truth\nI came to fight\nI came to fight over you\nNo one will try\nNo one will try if that's true",https://youtube.com/watch?v=iFB9NnjU4ns
2019,ge,Georgia,Oto Nemsadze,Keep on Going,1.0,,11,,,14,62.0,,,33,29,Roman Giorgadze,Diana Giorgadze,"Sul tsin iare,\nBevri iare,\nEdzebe, ipove, iare, iare\nSadghats mgherian,\nGulit mgherian,\nMavtulebia,\nMgherian,\nIarebia,\nMaints mgherian\n\nVaarada varada, varada rada hee\nVaarada varada, varada rada hee\nIare,\nModzebni,\nDakargul simgherebs,\nKhma rom miatsvdino,\nMteli khmit imghere\n\nSul tsin iare,\nGulit iare,\nIarebia,\nIare,\nAm mavtulebzets gadaiare\nVarados mgherian,\nMamebi,\nShvilebi,\nAatsqvet chonguri,\nChven ar davishlebit\n\nIare gulit da zghva gadaiare,\nSimgherit vushushebt ertmanets iarebs\n\nVaarada varada, (vaarada varada)\nVaarada varada, varada rada heee (simarada varada)\nVaarada varada, varada radaaaa\n\nIaare gulit da zghva gadaiaree,\nSimgherit vushushebt ertmanets iarebs",https://youtube.com/watch?v=vu4nHsaAJwU
2019,pt,Portugal,Conan Osíris,Telemóveis,1.0,,15,,,15,51.0,,,43,8,Conan Osíris,Conan Osíris,"Eu parti o telemóvel\nA tentar ligar para o céu\nPa' saber se eu mato a saudade\nOu quem morre sou eu\n\nE quem mata quem\nQuem mata quem mata\nQuem mata quem\nNem eu sei\n\nQuando eu souber\nEu não ligo a mais ninguém\n\nE se a vida ligar\nSe a vida mandar mensagem\nSe ela não parar\nE tu não tiveres coragem de atender\nTu já sabes o que é que vai acontecer\n\nEu vou descer a minha escada\nVou estragar o telemóvel\nO telele\nEu vou partir o telemóvel\nO teu e o meu\nE eu vou estragar o telemóvel\nEu quero viver e escangalhar o telemóvel\n\nE se eu partir o telemóvel\nEu só parto aquilo que é meu\nTou para ver se a saudade morre\nVai na volta, quem morre sou eu\n\nE quem mata quem mata\nEu nem sei\nA chibaria nunca viu nascer ninguém\n\nEu partia telemóveis\nMas eu nunca mais parto o meu\nEu sei que a saudade tá morta\nQuem mandou a flecha fui eu\n\nQuem mandou a flecha fui eu\nFui eu",https://youtube.com/watch?v=SIGn9_yMLn4
2019,me,Montenegro,D mol,Heaven,1.0,,2,,,16,46.0,,,15,31,Dejan Božović,Adis Eminić,"Life, life was once so lonely\nHeartbreak was the only thing you left for me\nMy life, my life was so empty\nAnd love was the furthest, furthest thing from me\n\nFalling, I'm in Heaven, falling\nI'm in Heaven, falling, straight into your heart\nFalling, I'll catch you while you're falling\nI hear your heart calling into my arms\nFalling, I'm in Heaven, falling\nI'm in Heaven, falling, straight into your heart\nFalling, I'll catch you while you're falling\nI hear your heart calling into my arms\nI'm in Heaven\n\nThere's no place I'd rather be\nAs the candle glow flees, but with you right here\n\nI got used to feeling naked\nWalking blind with hanging heart (With hanging heart)\nI was ready to give up\nNow you came into my life\n\nFalling\nFalling, I'm in Heaven, falling\nI'm in Heaven, falling, straight into your heart\nI'll catch you while you're falling\nI'll catch you while you're falling\nI hear your heart calling into my arms (Into my arms)\nFalling, I'm in Heaven, falling (I'm in heaven)\nI'm in Heaven, falling, straight into your heart (Straight into your heart)\nFalling, I'll catch you while you're falling\nI hear your heart calling into my arms\nI'm in Heaven\n\nI'm in Heaven\nFalling",https://youtube.com/watch?v=oV200JAouTc
2019,fi,Finland,Darude feat. Sebastian Rejman,Look Away,1.0,,3,,,17,23.0,,,14,9,Ville Virtanen;Sebastian Rejman,Ville Virtanen;Sebastian Rejman,"There's something you should know\nThat I can't sing a love song anymore\nThere's something going on\nAnd I can't turn my back on it anymore\n\nHow can we go to sleep at night\nAnd lay there in our beds\nWhen we know what's going on\nWith the world today\n\nIs it in my head?\nAm I the only one?\nIs it in my head?\nWhere the war has just begun?\n\nWe look away\nLook away, look away, look away, hey\nLook away, look away, look away, look away\nNo-o-o \n\nIs it in my head?\nIs it in my head?\nlook away look away, hey\nNo-o-o\n\nThere's something in the air at night\nThat feels so different\nAnd I don't understand\nI didn't see this one coming\n\nHow can we go to sleep at night\nAnd lay there in our beds\nWhen we know what's going on\nWith the world today\n\nIs it in my head?\nAm I the only one?\nIs it in my head?\nWhere the war has just begun?\n\nWe look away\nLook away, look away, look away, hey\nLook away, look away, look away, look away\n\nIs it in my head?\nAm I the only one?\nIs it in my head?\nWhere the war has just begun?\n\nWe look away\nLook away, look away, look away, hey\nLook away, look away, look away, look away, hey\nNo-o-o",https://youtube.com/watch?v=VSPhIwOJfRs
2019,lt,Lithuania,Jurij Veklenko,Run with the Lions,2.0,,12,,,11,93.0,,,77,16,Ashley Hicklin;Eric Lumiere;Pele Loriano,Ashley Hicklin;Eric Lumiere;Pele Loriano,"If you wanna see, just open your eyes\nIf you wanna breathe, let's go outside in the open\nOut of the open\n\nThere's no need to stay locked up inside\nThis kingdom is yours and this kingdom is mine\nLet me show you\nJust let me show you\n\nThere's no need to be afraid\nYou don't got to hide away\nCause we got a love that can't be caged\nWe got love a that can't be caged\n\nC'mon, c'mon let your feelings out\nC'mon, c'mon get your freedom now, run wild\nRun with the lions\n\nC'mon, c'mon let your feelings out\nC'mon, c'mon get your freedom now, run wild\nYou run with the lions\n\nIf you wanna voice, just open your mouth\nDon't worry about words, we'll figure it out\nJust try it\nJust try it\n\nThere's no need to be afraid\nYou don't got to hide away\nCause we got love that can't be caged\nWe got love that can't be caged\n\nC'mon, c'mon let your feelings out\nC'mon, c'mon get your freedom now, run wild\nRun with the lions\n\nC'mon, c'mon let your feelings out\nC'mon, c'mon get your freedom now, run wild\nYou run with the lions\n\nCause we got a love that can't be caged\nSo we got a love that can't be caged\nRun with the lions\nRun with the lions\n\nC'mon, c'mon let your feelings out\nC'mon, c'mon get your freedom now, run wild\nYou run with the lions\n\nCause we got a love that can't be caged\nSo we got a love that can't be caged",https://youtube.com/watch?v=5Nb3HMzsfZY
2019,md,Moldova,Anna Odobescu,Stay,2.0,,3,,,12,85.0,,,27,58,Georgios Kalpakidis;Jeppe Reil;Maria Broberg;Thomas Reil,Georgios Kalpakidis;Jeppe Reil;Maria Broberg;Thomas Reil,"Hold on\nEven with the wind we'll make it\nBe strong\nKeep the fire burning inside\nGo on as I breathe in you\nLook into my eyes\nFly me high\nRight up in the sky\n\nStay\nUntil I find a way to be together\nForever's here to stay\nNo matter what they say\nIt's now or never\nIt's forever\n\nThis time\nWe can try to keep our story\nThis crime\nWe can stop from breaking apart\nNo rhyme\nIs a match for you\n\nNever let me down\nIf I fall\nI'm nothing at all\n\nStay\nUntil I find a way to be together\nForever's here to stay\nNo matter what they say\nIt's now or never\nIt's forever\n\nWhen you come stand beside me\nThe earth is moving fast\n\nStay\nStay\nOh …\nOh …\nStay, stay\nOh …\nOh\n\nStay\nUntil I find a way to be together\nForever's here to stay\nNo matter what they say\nIt's now or never\nIt's forever",https://youtube.com/watch?v=-mo207V5Z2o
2019,ro,Romania,Ester Peony,On a Sunday,2.0,,6,,,13,71.0,,,24,47,Alexandru Șerbu;Ester Alexandra Crețu,Ioana Victoria Badea,"You left me\nOn a Sunday\nAnd I still remember\nThat day in September\n\nYea you left me\nOn a Sunday\nMade sure there's no way\nTo forget that day\nsay ey, ey, ey, ey, ey\nLoving you is a hard price to pay\ney, ey, ey, ey, ey\n\nWatching the smoke \nRise from the ashtray\nFilling the room with pain\nIt's still in my veins\n\nCan't feel at home\nCuz it's so lonely\nSo cold and so grey\nSince you left that day\nyou know, you know\n\nEven if the sun rises and the world moves on everyday\ney, ey, eeey\nI will always be waiting for you to come back home to me\nto me, to me, to me eeeey\ney, ey, ey, ey, ey\nLoving you is a hard price to pay\ney, ey, ey, ey, ey\ney, ey, ey, ey, ey\nLoving you is a hard price to pay\ney, ey, ey, ey, ey\n\nWake me up\nFrom this nightmare\nIs this even true?\nAm I without you?\n\nLove's not fair\nOh, I have learned that\nJust never knew,that\nI'll be losing you\nyou know, you know\n\nEven if the sun rises and the world moves on everyday\ney, ey, eeey\nI will always be waiting for you to come back home to me\nto me, to me, to me eeeey\ney, ey, ey, ey, ey\nLoving you is a hard price to pay\ney, ey, ey, ey, ey",https://youtube.com/watch?v=cZC9o_Z90yo
2019,hr,Croatia,Roko,The Dream,2.0,,10,,,14,64.0,,,38,26,Jacques Houdek,Andrea Čubrić;Charlie Mason;Jacques Houdek,I have a dream\nA dream as beautiful as it is extreme\nI know it's not as crazy as it may seem\nSo I don't ever wanna give up on this dream\n\nOpen your heart\nAnd you'll arrive at where the dream has to start\nTo pull a world together out of the parts\nAnd turn this war into a hopeful work of art\n\nWe have lived the darkest night\nWaiting for the day\nNow the time for us is right\nTo arise and say\n\nI dream of love\nYou dream of love\nAngels of God\nWe all dream of love\n\nI dream of love\nYou dream of love\nAngels of God\nWe all dream of love\n\nSvijetu nisi dužan ti\nNišta donijeti\nJedino si čovjek kad\nMožeš voljeti\n\nKao heroj\nKao heroj\nI moj i tvoj\nLjubav je heroj\n\nKao heroj\nKao heroj\nI moj i tvoj\nLjubav je heroj,https://youtube.com/watch?v=gXT5E8kUgfs
2019,lv,Latvia,Carousel,That Night,2.0,,5,,,15,50.0,,,13,37,Mārcis Vasiļevskis,Sabīne Žuga,"It was a lonely night\nNo stars were shining, there was no light\nOne troubled thought broke through\nAnd colored my world so blue\n\nLo-o-o-o-ove where are you?\nLo-o-o-o-ove I need you\nLo-o-o-o-ove all night through\nWhere are you my love? Oh\n\nI travelled through the time\nIt felt for me like doing a crime\nMy mind did crazy things\nImagination opened their wings\n\nA river dark as cold\nIt took me far away from the shore\nPlease come to me till sunrise\nAnd take me back to my paradise\n\nLo-o-o-o-ove where are you?\nLo-o-o-o-ove I need you\nLo-o-o-o-ove all night through\nWhere are you my love? Oh\n\nLo-o-o-o-ove where are you?\nLo-o-o-o-ove I need you\nLo-o-o-o-ove all night through\nWhere are you my love? Oh\n\nLove... Love...\nLo-o-o-o-ove where are you?\nLo-o-o-o-ove I need you\nLo-o-o-o-ove all night through\nWhere are you my love? Oh\n\nLo-o-o-o-ove where are you?\nLo-o-o-o-ove I need you\nLo-o-o-o-ove all night through\nWhere are you my love? Where are you?",https://youtube.com/watch?v=NCtKU3m3R-8
2019,am,Armenia,Srbuk,Walking Out,2.0,,1,,,16,49.0,,,23,26,Lost Capital;Tokionine,Garik Papoyan,"Who are you?\nWhat you really do?\nWhen you have to fight the agony that's aiming back at you?\nWho are you?\nWho you run to?\nDepend, defend, hope on\nCan you function on your own?\n\nAre you from those who will swallow down\nThe pain, disgrace, the sadness? Yeah\nWhen the one you love so much\nCan take your soul and break it, no\n\nWait for, oh, wait for\nWhat I waited for?\nWait for, oh, wait for\nOh, no, I'm done\n\nWalking out, ooh-ooh\nWhatever I've built I'm gonna burn down\nI'm walking out, ooh-ooh\nYou're no more a king 'cause I was your crown\n\nFirst you said you would die for me\nBut in the end I was the one bleeding all alone\nFirst you said, you kneeled, you swore\nYou loved, you lived for me\nHow could you forget it all?\n\nAre you from those who can take a loving heart\nAnd squeeze it out of love?\nThen prepare to slowly get\nNot loved but hated instead\n\nWalking out, ooh-ooh\nWhatever I've built I'm gonna burn down\nI'm walking out, ooh-ooh\nYou're no more a king 'cause I was your crown\nWalking out, walking out (Walking out, walking out)\nNo crying now\nWalking out, walking out (Walking out, walking out)\nNo begging\nWalking out, ooh-ooh\nAt last, I feel proud\nI'm walking out\n\nYou knew that my heart wasn't small\nBut somehow you came and filled it all\n\n(Walking out, ooh-ooh)\n(Whatever I've built I'm gonna burn down) Yeah\n(I'm walking out, ooh-ooh) Yeah\n(You're no more a king 'cause I was your crown)\n(Walking out, walking out) Walking out, walking out\nCrying now\n(Walking out, walking out) Walking out, walking out\nBegging, yeah\n(Walking out, ooh-ooh)\n(At last, I feel proud)\nI'm walking out",https://youtube.com/watch?v=avBwSUYlTtI
2019,at,Austria,Pænda,Limits,2.0,,9,,,17,21.0,,,0,21,Pænda,Pænda,"Mind's got to move, but I'm so trapped within me\nExpanded all my limits too carelessly\nI'm counting on the time to get me back in line\n'Cause nothing really makes sense no more\nAnd I'm set on hold, so I needn't be bold anymore\n\n'Cause the face in the mirror\nJust couldn't look clearer right back through me\nAnd how I'd like to say\nIt will be better tomorrow or any day\n\nYeah, I'm talking 'bout you, you\nYou and the luck you're trying to find\nYou, you\nYou and how hard you try to hide it\n\nI sense the pain, but it doesn't hurt anymore\nIt's even number than the ache I felt before\nSo I smile for a while, let the torture begin and\nThe pressure on my chest becomes almost routine, oh\nIt's not like I don't care, but there's nothing left to bare\n\nYeah, I'm talking 'bout you, you\nYou and the love you're trying to find\nYou, you\nYou and how hard you try to hide it\n\nAnd I'm letting it all come crashing down\nCome breaking in\nIt's like the rain just left back blurred outlines\n\nAnd I'm talking 'bout you, you\nYou and the love you're trying to find\nYou, you\nYou and how hard you try to hide it",https://youtube.com/watch?v=FVSZDF9O-bA
2019,ie,Ireland,Sarah McTernan,22,2.0,,2,,,18,16.0,,,3,13,Janieck Devy;Misha;Roel Rats,Janieck Devy;Misha;Roel Rats,"I see 22, oh, and I think of you\nLately that's all I do\nDon't you know that I I'm always driving back\nWanna come home to you\n\nOh, I know I've always been afraid to say\nHow I feel, but that's got to change\n\nEvery time I'm with somebody I'm confusing them with you\nAnywhere I go reminds me of the things we used to do\nAnd I dreamed about the street where we kissed out of the blue\nIt's your house, number 22\n\nBaby, where are you?\nNumber 22\n\nI see 22, oh, it's like déjà vu\nBoy, if you only knew\nThis time I messed it up, but I can't give you up\nYour face is all I got\n\nYeah, I know I've always been afraid to say\nHow I feel, but that's got to change\n\nEvery time I'm with somebody I'm confusing them with you\nAnywhere I go reminds me of the things we used to do\nAnd I dream about the street where we kissed out of the blue\nIt's your house, number 22\n\nNumber 22, yeah\nBaby, where are you?\nNumber 22\n\nAll alone tonight\nWishing you were laying by my side\nSo I just keep on driving back\nTo pass the time\n\nEvery time I'm with somebody I'm confusing them with you\nAnywhere I go reminds me of the things we used to do\nAny time I'm with somebody\nAnd I dream about the street where we kissed out of the blue\nIt's your house, number 22\nEvery time I'm with somebody I'm confusing them with you\nEverybody, no, no, no\nAnywhere I go reminds me of the things we used to do\nI remember you\nNumber 22\nNumber 22",https://youtube.com/watch?v=lX7DT9GMHQM
